stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,minorityInterest,otherOperatingExpenses,discontinuedOperations
BMCH,2020-03-31,22029000.0,22029000.0,-4181000,683751000,887205000,920879000,7464000,-5932000.0,33674000.0,33674000,237128000,186922000.0,22029000,29493000.0,,,,
BMCH,2019-12-31,20199000.0,20199000.0,-4629000,655926000,858777000,890564000,6959000,-5771000.0,31787000.0,31787000,234638000,186952000.0,20199000,27158000.0,,,,
BMCH,2019-09-30,33597000.0,33597000.0,-3643000,709482000,913819000,964249000,13190000,-5773000.0,50430000.0,50430000,254767000,189284000.0,33597000,46787000.0,,,,
BMCH,2019-06-30,35699000.0,35699000.0,-3776000,700598000,896410000,946375000,10490000,-5574000.0,49965000.0,49965000,245777000,181431000.0,35699000,46189000.0,,,,
FN,2020-03-27,28267000.0,28267000.0,1999000,366874000,383985000,411210000,957000,-238000.0,27225000.0,27225000,44336000,17111000.0,28267000,29224000.0,,,,
FN,2019-12-27,31231000.0,31231000.0,1152000,377059000,394137000,426217000,2001000,-181000.0,32080000.0,32080000,49158000,17078000.0,31231000,33232000.0,,,,
FN,2019-09-27,25957000.0,25957000.0,-1871000,353309000,369309000,399296000,2159000,-2393000.0,29987000.0,29987000,45987000,16000000.0,25957000,28116000.0,,,,
FN,2019-06-28,32957000.0,32957000.0,1316000,358501000,372272000,405127000,1214000,-1708000.0,32855000.0,32855000,46626000,13771000.0,32957000,34171000.0,,,,
QUAD,2020-03-31,-12400000.0,-8600000.0,-40300000,647700000,792000000,822500000,-1200000,-18100000.0,30500000.0,30500000,174800000,96900000.0,-12400000,-9800000.0,,17800000.0,,-3800000.0
QUAD,2019-12-31,7500000.0,7100000.0,-18000000,867900000,1041200000,1069900000,3600000,-20400000.0,28700000.0,28700000,202000000,123100000.0,7500000,10700000.0,,17700000.0,,500000.0
QUAD,2019-09-30,-126500000.0,-47000000.0,-93400000,764500000,914800000,943600000,-17600000,-22000000.0,28800000.0,28800000,179100000,98100000.0,-126500000,-64600000.0,,17600000.0,,-79400000.0
QUAD,2019-06-30,-126500000.0,-47000000.0,0,0,0,0,0,-22000000.0,28800000.0,0,0,98100000.0,0,-64600000.0,,17500000.0,,-79400000.0
WSTG,2020-03-31,816000.0,836000.0,-226000,54454000,61277000,62618000,279000,-17000.0,1341000.0,1341000,8164000,6823000.0,836000,1115000.0,,,,
WSTG,2019-12-31,1991000.0,2023000.0,127000,53003000,58329000,60862000,637000,-58000.0,2533000.0,2533000,7859000,5326000.0,2023000,2660000.0,,,,
WSTG,2019-09-30,1420000.0,1445000.0,66000,45308000,50395000,52363000,589000,-58000.0,1968000.0,1968000,7055000,5087000.0,1445000,2034000.0,,,,
WSTG,2019-06-30,1817000.0,1857000.0,58000,42857000,48329000,50676000,548000,-58000.0,2347000.0,2347000,7819000,5472000.0,1857000,2405000.0,,,,
BPRN,2020-03-31,3034000.0,3034000.0,-281000,0,7302000,11343000,726000,,4041000.0,0,11343000,6818000.0,3034000,3760000.0,,,484000.0,
BPRN,2019-12-31,3388000.0,3388000.0,-204000,0,6678000,11087000,817000,,4409000.0,0,11087000,6110000.0,3388000,4205000.0,,,522000.0,
BPRN,2019-09-30,3716000.0,3716000.0,-111000,0,7089000,11717000,801000,,4628000.0,0,11717000,6704000.0,3716000,4517000.0,,,385000.0,
BPRN,2019-06-30,2808000.0,2808000.0,-806000,0,6510000,10742000,618000,,4232000.0,0,10742000,5952000.0,2808000,3426000.0,,,558000.0,
LVGO,2020-03-31,-5573000.0,-5573000.0,1231000,18108000,75606000,68823000,21000,,-6783000.0,-6783000,50715000,43501000.0,-5573000,-5552000.0,13997000.0,,,
LVGO,2019-12-31,-6354000.0,-6354000.0,1854000,10936000,58793000,50593000,8000,,-8200000.0,-8200000,39657000,34832000.0,-6354000,-6346000.0,12733000.0,,,
LVGO,2019-09-30,-19725000.0,-19712000.0,1343000,12199000,67707000,46658000,6000,,-21049000.0,-21049000,34459000,37714000.0,-19712000,-19706000.0,17794000.0,,,
LVGO,2019-06-30,-14286000.0,-14244000.0,-115000,12883000,55010000,40886000,5000,,-14124000.0,-14124000,28003000,31836000.0,-14244000,-14239000.0,10291000.0,,,
BGS,2020-03-28,28092000.0,28092000.0,-30569000,342154000,384167000,449370000,6542000,-26039000.0,65203000.0,65203000,107216000,37290000.0,28092000,34634000.0,,,,
BGS,2019-12-28,10259000.0,10259000.0,-35242000,373302000,418316000,470172000,6355000,-27721000.0,51856000.0,51856000,96870000,40292000.0,10259000,16614000.0,,,,
BGS,2019-09-28,31088000.0,31088000.0,-29504000,296030000,334960000,406311000,10759000,-24152000.0,71351000.0,71351000,110281000,34201000.0,31088000,41847000.0,,,,
BGS,2019-06-29,18251000.0,18251000.0,-31437000,274430000,315004000,371197000,6505000,-23179000.0,56193000.0,56193000,96767000,35973000.0,18251000,24756000.0,,,,
GS,2020-03-31,1116000000.0,1213000000.0,-184000000,1296000000,6274000000,7806000000,135000000,,1532000000.0,0,6510000000,3973000000.0,1213000000,1348000000.0,,1122000000.0,568000000.0,
GS,2019-12-31,1720000000.0,1917000000.0,-1090000000,1122000000,6208000000,9619000000,404000000,,3411000000.0,0,8497000000,3930000000.0,1917000000,2321000000.0,,1713000000.0,692000000.0,
GS,2019-09-30,1786000000.0,1877000000.0,-47000000,1136000000,5569000000,8032000000,539000000,,2463000000.0,0,6896000000,3502000000.0,1877000000,2416000000.0,,1663000000.0,458000000.0,
GS,2019-06-30,2187000000.0,2421000000.0,-66000000,1113000000,6054000000,9247000000,706000000,,3193000000.0,0,8134000000,4039000000.0,2421000000,3127000000.0,,1594000000.0,503000000.0,
HELE,2020-02-29,-3155000.0,-3155000.0,-42910000,249750000,405533000,442365000,-2923000,-3414000.0,36832000.0,36832000,192615000,118041000.0,-3155000,-6078000.0,17800000.0,,,
HELE,2019-11-30,68699000.0,68699000.0,-4162000,264764000,393981000,474737000,7895000,-2767000.0,80756000.0,80756000,209973000,124427000.0,68699000,76594000.0,17800000.0,,,
HELE,2019-08-31,46095000.0,46095000.0,-2757000,235844000,359845000,413995000,5298000,-3216000.0,54150000.0,54150000,178151000,119538000.0,46095000,51393000.0,17800000.0,,,
HELE,2019-05-31,40694000.0,40694000.0,-2995000,222608000,329309000,376335000,3337000,-3308000.0,47026000.0,47026000,153727000,102825000.0,40694000,44031000.0,17800000.0,,,
ISBC,2020-03-31,39512000.0,39512000.0,-4401000,0,98157000,156717000,14647000,,58560000.0,0,156717000,91015000.0,39512000,54159000.0,,,7142000.0,
ISBC,2019-12-31,48730000.0,48730000.0,-3300000,0,103523000,187733000,32180000,,84210000.0,0,187733000,92486000.0,48730000,80910000.0,,,11037000.0,
ISBC,2019-09-30,51972000.0,51972000.0,-6600000,0,102118000,181732000,21042000,,79614000.0,0,181732000,93844000.0,51972000,73014000.0,,,8274000.0,
ISBC,2019-06-30,46624000.0,46624000.0,-3300000,0,100437000,169082000,18721000,,68645000.0,0,169082000,91287000.0,46624000,65345000.0,,,9150000.0,
YRCW,2020-03-31,4300000.0,4300000.0,13600000,1062800000,1160100000,1150400000,-400000,-28300000.0,-9700000.0,-9700000,87600000,,4300000,3900000.0,,,61600000.0,
YRCW,2019-12-31,-15300000.0,-15300000.0,-17900000,1062400000,1160100000,1159500000,-3200000,-28100000.0,-600000.0,-600000,97100000,,-15300000,-18500000.0,,,61000000.0,
YRCW,2019-09-30,-16000000.0,-16000000.0,-39300000,1137800000,1234000000,1256800000,-500000,-27900000.0,22800000.0,22800000,119000000,,-16000000,-16500000.0,,,59000000.0,
YRCW,2019-06-30,-23600000.0,-23600000.0,-22100000,1169100000,1265000000,1272600000,9100000,-28200000.0,7600000.0,7600000,103500000,,-23600000,-14500000.0,,,57400000.0,
VHC,2020-03-31,299945000.0,299945000.0,149510000,90101000,119382000,302576000,32759000,,183194000.0,183194000,212475000,27376000.0,299945000,332704000.0,1905000.0,,,
VHC,2019-12-31,-4486000.0,-4486000.0,17000,0,4538000,35000,0,,-4503000.0,-4503000,35000,3579000.0,-4486000,-4486000.0,959000.0,,,
VHC,2019-09-30,-4956000.0,-4956000.0,20000,0,4980000,4000,0,,-4976000.0,-4976000,4000,4016000.0,-4956000,-4956000.0,964000.0,,,
VHC,2019-06-30,-4130000.0,-4130000.0,27000,0,4590000,38000,-395000,,-4552000.0,-4552000,38000,3604000.0,-4130000,-4525000.0,986000.0,,,
ARL,2020-03-31,2946000.0,4388000.0,9345000,6310000,16368000,11658000,247000,-9602000.0,-4710000.0,-4710000,5348000,5168000.0,2946000,4635000.0,,58459000.0,1496000.0,
ARL,2019-12-31,537000.0,-1944000.0,2664000,6491000,15688000,11080000,0,-10064000.0,-4608000.0,-4608000,4589000,5782000.0,538000,-1944000.0,,57017000.0,1496000.0,
ARL,2019-09-30,-7571000.0,-9450000.0,-7509000,5883000,13809000,11868000,0,-10420000.0,-1941000.0,-1941000,5985000,4510000.0,-7571000,-9450000.0,,59499000.0,1496000.0,
ARL,2019-06-30,-2778000.0,-3867000.0,573000,7323000,16217000,11777000,0,-9408000.0,-4440000.0,-4440000,4454000,5455000.0,-2778000,-3867000.0,,61378000.0,1496000.0,
SFL,2020-03-31,-87054000.0,-87054000.0,-135903000,42362000,73047000,121896000,0,-34224000.0,48849000.0,48849000,79534000,3512000.0,-87054000,-87054000.0,,,,
SFL,2019-12-31,23642000.0,23642000.0,-32692000,33008000,62438000,118772000,0,-35385000.0,56334000.0,56334000,85764000,2238000.0,23642000,23642000.0,,,,
SFL,2019-09-30,3822000.0,3822000.0,-40295000,35914000,67410000,111527000,0,-34149000.0,44117000.0,44117000,75613000,2060000.0,3822000,3822000.0,,,,
SFL,2019-06-30,28121000.0,28121000.0,-17972000,33075000,63746000,109839000,0,-39565000.0,46093000.0,46093000,76764000,2556000.0,28121000,28121000.0,,,,
FULT,2020-03-31,26047000.0,26047000.0,-2940000,0,138162000,169910000,2761000,,31748000.0,0,169910000,122439000.0,26047000,28808000.0,,,15723000.0,
FULT,2019-12-31,47789000.0,47789000.0,-10819000,0,126650000,192516000,7258000,,65866000.0,0,192516000,109089000.0,47789000,55047000.0,,,17561000.0,
FULT,2019-09-30,62108000.0,62108000.0,-5636000,0,139602000,217371000,10025000,,77769000.0,0,217371000,124444000.0,62108000,72133000.0,,,15158000.0,
FULT,2019-06-30,59779000.0,59779000.0,-2862000,0,139814000,212342000,9887000,,72528000.0,0,212342000,125119000.0,59779000,69666000.0,,,14695000.0,
STX,2020-04-03,320000000.0,320000000.0,-40000000,1972000000,2340000000,2718000000,18000000,-49000000.0,378000000.0,378000000,746000000,119000000.0,320000000,338000000.0,246000000.0,,,
STX,2020-01-03,318000000.0,318000000.0,-48000000,1938000000,2312000000,2696000000,18000000,-48000000.0,384000000.0,384000000,758000000,120000000.0,318000000,336000000.0,250000000.0,,,
STX,2019-10-04,200000000.0,200000000.0,-92000000,1907000000,2288000000,2578000000,-2000000,-55000000.0,290000000.0,290000000,671000000,122000000.0,200000000,198000000.0,255000000.0,,,
STX,2019-06-28,983000000.0,983000000.0,22000000,1747000000,2102000000,2371000000,-692000000,-55000000.0,269000000.0,269000000,624000000,108000000.0,983000000,291000000.0,241000000.0,,,
NSYS,2020-03-31,137000.0,137000.0,-224000,24435000,27049000,27440000,30000,-224000.0,391000.0,391000,3005000,2614000.0,137000,167000.0,,,,
NSYS,2019-12-31,274000.0,274000.0,-263000,27163000,29994000,30818000,287000,-263000.0,824000.0,824000,3655000,2831000.0,274000,561000.0,,,,
NSYS,2019-09-30,413000.0,413000.0,-256000,26423000,29345000,30058000,44000,-256000.0,713000.0,713000,3635000,2922000.0,413000,457000.0,,,,
NSYS,2019-06-30,-1552000.0,-1552000.0,-279000,24967000,28501000,27292000,64000,-279000.0,-1209000.0,-1209000,2325000,3534000.0,-1552000,-1488000.0,,,,
PWOD,2020-03-31,3073000.0,3077000.0,-506000,0,9604000,13848000,661000,,4244000.0,0,13848000,7904000.0,3073000,3738000.0,,26000.0,1700000.0,
PWOD,2019-12-31,2833000.0,2837000.0,-1327000,0,8967000,13528000,397000,,4561000.0,0,13528000,7603000.0,2833000,3234000.0,,22000.0,1364000.0,
PWOD,2019-09-30,4650000.0,4654000.0,-296000,0,9245000,15365000,1170000,,6120000.0,0,15365000,7694000.0,4650000,5824000.0,,18000.0,1551000.0,
PWOD,2019-06-30,4245000.0,4249000.0,-493000,0,9566000,15067000,759000,,5501000.0,0,15067000,7735000.0,4245000,5008000.0,,14000.0,1831000.0,
RLGY,2020-03-31,-462000000.0,-435000000.0,-550000000,630000000,1133000000,1116000000,-132000000,-101000000.0,-17000000.0,-17000000,486000000,458000000.0,-462000000,-567000000.0,,3000000.0,,-27000000.0
RLGY,2019-12-31,-45000000.0,18000000.0,-56000000,751000000,1256000000,1330000000,0,-40000000.0,74000000.0,74000000,579000000,462000000.0,-45000000,18000000.0,,4000000.0,,-62000000.0
RLGY,2019-09-30,-70000000.0,-69000000.0,-244000000,875000000,1462000000,1629000000,-8000000,-66000000.0,167000000.0,167000000,754000000,537000000.0,-70000000,-77000000.0,,4000000.0,,-62000000.0
RLGY,2019-06-30,69000000.0,70000000.0,-83000000,955000000,1548000000,1735000000,34000000,-81000000.0,187000000.0,187000000,780000000,543000000.0,69000000,104000000.0,,3000000.0,,-62000000.0
FFWM,2020-03-31,13211000.0,13211000.0,0,0,32857000,51464000,5396000,,18607000.0,0,51464000,27123000.0,13211000,18607000.0,,,5734000.0,
FFWM,2019-12-31,15214000.0,15214000.0,490000,0,32163000,53392000,6505000,,21229000.0,0,53392000,23595000.0,15214000,21719000.0,,,8568000.0,
FFWM,2019-09-30,17356000.0,17356000.0,0,0,32694000,56942000,6892000,,24248000.0,0,56942000,24362000.0,17356000,24248000.0,,,8332000.0,
FFWM,2019-06-30,12410000.0,12410000.0,0,0,32282000,49787000,5095000,,17505000.0,0,49787000,24524000.0,12410000,17505000.0,,,7758000.0,
CTSH,2020-03-31,367000000.0,367000000.0,-131000000,2741000000,3585000000,4225000000,142000000,-6000000.0,640000000.0,640000000,1484000000,711000000.0,367000000,509000000.0,,,,
CTSH,2019-12-31,395000000.0,395000000.0,-275000000,2749000000,3440000000,4284000000,174000000,-6000000.0,844000000.0,844000000,1535000000,559000000.0,395000000,569000000.0,,,,
CTSH,2019-09-30,497000000.0,497000000.0,-77000000,2681000000,3514000000,4248000000,160000000,-7000000.0,734000000.0,734000000,1567000000,706000000.0,497000000,657000000.0,,,,
CTSH,2019-06-30,509000000.0,509000000.0,8000000,2629000000,3473000000,4141000000,167000000,-6000000.0,668000000.0,668000000,1512000000,719000000.0,509000000,676000000.0,,,,
IMVT,2019-12-31,-11295862.0,-11295862.0,-2455215,0,8740392,0,100255,-375983.0,-8740392.0,-8740392,0,3787565.0,-11295862,-11195607.0,4952827.0,,,
IMVT,2019-09-30,-14482065.0,-14482065.0,44172,0,14493049,0,33188,-249315.0,-14493049.0,-14493049,0,4162598.0,-14482065,-14448877.0,10330451.0,,,
IMVT,2019-06-30,-20058909.0,-20058909.0,25319,0,20061411,0,22817,-249315.0,-20061411.0,-20061411,0,1584995.0,-20058909,-20036092.0,18476416.0,,,
IMVT,2018-12-31,-8849063.0,-8849063.0,42946,0,8884378,0,7631,-249315.0,-8884378.0,-8884378,0,1201033.0,-8849063,-8841432.0,7683345.0,,,
GT,2020-03-31,-619000000.0,-617000000.0,-259000000,2552000000,3165000000,3056000000,249000000,-73000000.0,-109000000.0,-109000000,504000000,607000000.0,-619000000,-368000000.0,,187000000.0,6000000.0,
GT,2019-12-31,-392000000.0,-399000000.0,-145000000,2901000000,3556000000,3713000000,411000000,-79000000.0,157000000.0,157000000,812000000,651000000.0,-392000000,12000000.0,,194000000.0,4000000.0,
GT,2019-09-30,88000000.0,90000000.0,-120000000,2964000000,3561000000,3802000000,31000000,-88000000.0,241000000.0,241000000,838000000,600000000.0,88000000,121000000.0,,200000000.0,-3000000.0,
GT,2019-06-30,54000000.0,56000000.0,-86000000,2854000000,3464000000,3632000000,26000000,-88000000.0,168000000.0,168000000,778000000,613000000.0,54000000,82000000.0,,202000000.0,-3000000.0,
HYT,2019-08-31,41181234.0,41181234.0,12833658,0,3211114,31558690,0,-4256273.0,28347576.0,28347576,31558690,3211114.0,41181234,41181234.0,,,,
HYT,2019-05-31,41181234.0,41181234.0,12833658,0,3211114,31558690,0,-4256273.0,28347576.0,28347576,31558690,3211114.0,41181234,41181234.0,,,,
HYT,2019-02-28,4195234.0,4195234.0,-25202258,0,3323265,32720756,0,-4400470.0,29397491.0,29397491,32720756,3323265.0,4195234,4195234.0,,,,
HYT,2018-11-30,4195234.0,4195234.0,-25202258,0,3323265,32720756,0,-4400470.0,29397491.0,29397491,32720756,3323265.0,4195234,4195234.0,,,,
ADS,2020-03-31,30000000.0,30000000.0,-21900000,1291400000,1334500000,1381800000,-4600000,-28400000.0,47300000.0,47300000,90400000,24000000.0,30000000,25400000.0,,,,
ADS,2019-12-31,96500000.0,130400000.0,-60300000,1192800000,1233300000,1461000000,37000000,-27300000.0,227700000.0,227700000,268200000,18400000.0,97500000,167400000.0,,,,
ADS,2019-09-30,-108500000.0,121600000.0,-152900000,1078100000,1120500000,1437600000,42600000,-26100000.0,317100000.0,317100000,359500000,21000000.0,-107600000,164200000.0,,,,
ADS,2019-06-30,131300000.0,146300000.0,-55400000,1037500000,1093700000,1348500000,53100000,-33100000.0,254800000.0,254800000,311000000,35000000.0,139000000,199400000.0,,,,
STBA,2020-03-31,13202000.0,13231000.0,-3112000,0,42679000,61789000,2767000,,19110000.0,0,61789000,33646000.0,13231000,15998000.0,,,9033000.0,
STBA,2019-12-31,22213000.0,22269000.0,-10401000,0,39129000,76890000,5091000,,37761000.0,0,76890000,34528000.0,22269000,27360000.0,,,4601000.0,
STBA,2019-09-30,26864000.0,26936000.0,123000,0,37090000,68646000,4743000,,31556000.0,0,68646000,30721000.0,26936000,31679000.0,,,6369000.0,
STBA,2019-06-30,26030000.0,26101000.0,-1313000,0,38339000,70823000,5070000,,32484000.0,0,70823000,31409000.0,26101000,31171000.0,,,6930000.0,
OPRT,2020-03-31,-13301000.0,-13301000.0,-66969000,0,98114000,147067000,-4715000,,48953000.0,0,147067000,98114000.0,-13301000,-18016000.0,,,,
OPRT,2019-12-31,4262000.0,23163000.0,-35370000,21836000,99146000,149872000,7988000,,50726000.0,43957000,149872000,99551000.0,23163000,31151000.0,,,,
OPRT,2019-09-30,-27427000.0,10029000.0,-41368000,22383000,99649000,138403000,4386000,,38754000.0,31444000,138403000,100053000.0,10029000,14415000.0,,,,
OPRT,2019-06-30,37989000.0,13792000.0,-52196000,17098000,83225000,130935000,5106000,,47710000.0,42282000,130935000,83216000.0,13792000,18898000.0,,,,
ECPG,2020-03-31,-10454000.0,-10579000.0,-53223000,0,241879000,289081000,4558000,-54662000.0,47202000.0,47202000,289081000,204430000.0,-10454000,-6021000.0,,3085000.0,27164000.0,
ECPG,2019-12-31,43085000.0,43232000.0,-56092000,0,254637000,367847000,13886000,-53515000.0,113210000.0,113210000,367847000,199771000.0,43085000,57118000.0,,3213000.0,23520000.0,
ECPG,2019-09-30,38869000.0,39413000.0,-76629000,0,228358000,347421000,3021000,-54365000.0,119063000.0,119063000,347421000,201120000.0,38869000,42434000.0,,3057000.0,25753000.0,
ECPG,2019-06-30,36661000.0,36822000.0,-65157000,0,231079000,344811000,11753000,-63913000.0,113732000.0,113732000,344811000,193855000.0,36661000,48575000.0,,2462000.0,29546000.0,
RTIX,2019-12-31,-198447000.0,-198447000.0,-167740000,35129000,89182000,80207000,21732000,-3614000.0,-8975000.0,-8975000,45078000,49692000.0,-198447000,-176715000.0,4361000.0,,,
RTIX,2019-09-30,-4852000.0,-4852000.0,-9101000,32542000,73920000,76129000,-2040000,-3718000.0,2209000.0,2209000,43587000,37107000.0,-4852000,-6892000.0,4271000.0,,,
RTIX,2019-06-30,744000.0,744000.0,-6927000,34626000,77487000,82307000,-2851000,-3635000.0,4820000.0,4820000,47681000,38993000.0,744000,-2107000.0,3868000.0,,,
RTIX,2019-03-31,-9087000.0,-9087000.0,-10476000,31737000,67956000,69741000,396000,-1604000.0,1785000.0,1785000,38004000,31883000.0,-9087000,-8691000.0,4336000.0,,,
SUI,2020-03-31,-15832000.0,-15478000.0,-88073000,116759000,233526000,306441000,320000,-33457000.0,72915000.0,72915000,189682000,29509000.0,-16086000,-15158000.0,,111995000.0,3569000.0,
SUI,2019-12-31,28397000.0,30685000.0,-15290000,119346000,253536000,299442000,-69000,-34466000.0,45906000.0,45906000,180096000,29157000.0,28547000,30616000.0,,107141000.0,6207000.0,
SUI,2019-09-30,56565000.0,64451000.0,-38278000,136820000,254020000,357518000,769000,-33435000.0,103498000.0,103498000,220698000,26963000.0,57430000,65220000.0,,118182000.0,13705000.0,
SUI,2019-06-30,39937000.0,45116000.0,-30450000,121140000,234588000,310330000,176000,-34842000.0,75742000.0,75742000,189190000,27323000.0,40813000,45292000.0,,119141000.0,9972000.0,
HY,2020-03-31,15300000.0,15600000.0,-1600000,649000000,764400000,785700000,4100000,-4300000.0,21300000.0,21300000,136700000,115400000.0,15300000,19700000.0,,32300000.0,,
HY,2019-12-31,3400000.0,3400000.0,3000000,693600000,833900000,834800000,500000,-4900000.0,900000.0,900000,141200000,140300000.0,3400000,3900000.0,,32700000.0,,
HY,2019-09-30,12800000.0,13100000.0,-3000000,630500000,745000000,766000000,4900000,-5300000.0,21000000.0,21000000,135500000,114500000.0,12800000,18000000.0,,32400000.0,,
HY,2019-06-30,16200000.0,16900000.0,-3400000,716200000,831500000,856200000,4400000,-5100000.0,24700000.0,24700000,140000000,115300000.0,16200000,21300000.0,,32500000.0,,
DZSI,2020-03-31,-8771000.0,-8771000.0,-1182000,31089000,55074000,47480000,-5000,-643000.0,-7594000.0,-7594000,16391000,13617000.0,-8771000,-8776000.0,9600000.0,,,
DZSI,2019-12-31,-10194000.0,-10194000.0,-8197000,51943000,77115000,77605000,2487000,-810000.0,490000.0,490000,25662000,15687000.0,-10194000,-7707000.0,9004000.0,,,
DZSI,2019-09-30,-4033000.0,-3996000.0,194000,48945000,75425000,71524000,289000,-1124000.0,-3901000.0,-3901000,22579000,15716000.0,-4033000,-3707000.0,9898000.0,,,
